Measure,Domain,Decile,Ethnicity,Ethnicity_type,Geography,Geography_type,Geography_code,Value,Value_type,Numerator,Denominator
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Asian other,ONS 2011 18+1,England,Country,E92000001,11.9,%,97903,819402
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Asian other,ONS 2011 18+1,England,Country,E92000001,11.3,%,92977,819402
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Asian other,ONS 2011 18+1,England,Country,E92000001,9.6,%,78776,819402
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Asian other,ONS 2011 18+1,England,Country,E92000001,9.1,%,74770,819402
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,9.8,%,80681,819402
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,7,%,57392,819402
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Asian other,ONS 2011 18+1,England,Country,E92000001,8.4,%,69134,819402
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Asian other,ONS 2011 18+1,England,Country,E92000001,9.6,%,78892,819402
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Asian other,ONS 2011 18+1,England,Country,E92000001,10,%,82269,819402
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Asian other,ONS 2011 18+1,England,Country,E92000001,10.5,%,86293,819402
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Asian other,ONS 2011 18+1,England,Country,E92000001,11,%,90380,819402
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Asian other,ONS 2011 18+1,England,Country,E92000001,10.3,%,84423,819402
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Asian other,ONS 2011 18+1,England,Country,E92000001,11.1,%,91011,819402
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Asian other,ONS 2011 18+1,England,Country,E92000001,10.2,%,83799,819402
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,11.7,%,95809,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,12.2,%,99731,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Asian other,ONS 2011 18+1,England,Country,E92000001,13.1,%,107599,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,Asian other,ONS 2011 18+1,England,Country,E92000001,13.6,%,111453,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,Asian other,ONS 2011 18+1,England,Country,E92000001,13.8,%,112879,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,Asian other,ONS 2011 18+1,England,Country,E92000001,12.6,%,103567,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,Asian other,ONS 2011 18+1,England,Country,E92000001,10.9,%,89503,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,Asian other,ONS 2011 18+1,England,Country,E92000001,8.8,%,72485,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,Asian other,ONS 2011 18+1,England,Country,E92000001,6.7,%,55138,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,Asian other,ONS 2011 18+1,England,Country,E92000001,4.7,%,38852,819402
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,3.4,%,28195,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,22,%,180180,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,Asian other,ONS 2011 18+1,England,Country,E92000001,18,%,147530,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,Asian other,ONS 2011 18+1,England,Country,E92000001,14.4,%,117679,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,Asian other,ONS 2011 18+1,England,Country,E92000001,11.3,%,92681,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,Asian other,ONS 2011 18+1,England,Country,E92000001,9.3,%,76135,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,Asian other,ONS 2011 18+1,England,Country,E92000001,7.4,%,60973,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,Asian other,ONS 2011 18+1,England,Country,E92000001,6.2,%,50579,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,Asian other,ONS 2011 18+1,England,Country,E92000001,4.9,%,40309,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,Asian other,ONS 2011 18+1,England,Country,E92000001,3.9,%,31733,819402
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,2.6,%,21603,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,11.6,%,95412,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,Asian other,ONS 2011 18+1,England,Country,E92000001,15.4,%,126451,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,Asian other,ONS 2011 18+1,England,Country,E92000001,16.6,%,136110,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,Asian other,ONS 2011 18+1,England,Country,E92000001,15.1,%,123875,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,Asian other,ONS 2011 18+1,England,Country,E92000001,12.6,%,103525,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,Asian other,ONS 2011 18+1,England,Country,E92000001,9.1,%,74870,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,Asian other,ONS 2011 18+1,England,Country,E92000001,6.6,%,53953,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,Asian other,ONS 2011 18+1,England,Country,E92000001,4.9,%,40266,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,Asian other,ONS 2011 18+1,England,Country,E92000001,4.5,%,36731,819402
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,Asian other,ONS 2011 18+1,England,Country,E92000001,3.4,%,28209,819402
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,Black other,ONS 2011 18+1,England,Country,E92000001,16.6,%,45995,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,Black other,ONS 2011 18+1,England,Country,E92000001,22.6,%,62751,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,20% to 30%,Black other,ONS 2011 18+1,England,Country,E92000001,20,%,55582,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,30% to 40%,Black other,ONS 2011 18+1,England,Country,E92000001,13.4,%,37345,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,40% to 50%,Black other,ONS 2011 18+1,England,Country,E92000001,9.3,%,25888,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,50% to 60%,Black other,ONS 2011 18+1,England,Country,E92000001,6.8,%,19018,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,60% to 70%,Black other,ONS 2011 18+1,England,Country,E92000001,4.1,%,11467,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,70% to 80%,Black other,ONS 2011 18+1,England,Country,E92000001,3.1,%,8729,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,80% to 90%,Black other,ONS 2011 18+1,England,Country,E92000001,2.3,%,6521,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,Black other,ONS 2011 18+1,England,Country,E92000001,1.6,%,4561,277857
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,Black other,ONS 2011 18+1,England,Country,E92000001,21.6,%,59958,277857
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,Black other,ONS 2011 18+1,England,Country,E92000001,21.6,%,59950,277857
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,Black other,ONS 2011 18+1,England,Country,E92000001,17.2,%,47798,277857
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,Black other,ONS 2011 18+1,England,Country,E92000001,13.3,%,37054,277857
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,Black other,ONS 2011 18+1,England,Country,E92000001,9.6,%,26571,277857
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,Black other,ONS 2011 18+1,England,Country,E92000001,5.8,%,16124,277857
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,Black other,ONS 2011 18+1,England,Country,E92000001,3.7,%,10197,277857
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,Black other,ONS 2011 18+1,England,Country,E92000001,2.8,%,7690,277857
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,Black other,ONS 2011 18+1,England,Country,E92000001,2.2,%,6239,277857
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,Black other,ONS 2011 18+1,England,Country,E92000001,2.3,%,6276,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,Black other,ONS 2011 18+1,England,Country,E92000001,13.5,%,37477,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,Black other,ONS 2011 18+1,England,Country,E92000001,18.1,%,50294,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,Black other,ONS 2011 18+1,England,Country,E92000001,16.8,%,46767,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,Black other,ONS 2011 18+1,England,Country,E92000001,14.2,%,39469,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,Black other,ONS 2011 18+1,England,Country,E92000001,11.1,%,30918,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,Black other,ONS 2011 18+1,England,Country,E92000001,8.9,%,24609,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,Black other,ONS 2011 18+1,England,Country,E92000001,6.3,%,17571,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,Black other,ONS 2011 18+1,England,Country,E92000001,4.3,%,11947,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,Black other,ONS 2011 18+1,England,Country,E92000001,3.5,%,9640,277857
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,Black other,ONS 2011 18+1,England,Country,E92000001,3.3,%,9165,277857
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,Black other,ONS 2011 18+1,England,Country,E92000001,9.2,%,25468,277857
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,Black other,ONS 2011 18+1,England,Country,E92000001,10.9,%,30377,277857
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,Black other,ONS 2011 18+1,England,Country,E92000001,12.3,%,34155,277857
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,Black other,ONS 2011 18+1,England,Country,E92000001,13.2,%,36761,277857
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,Black other,ONS 2011 18+1,England,Country,E92000001,13.3,%,37051,277857
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Black other,ONS 2011 18+1,England,Country,E92000001,12.3,%,34041,277857
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Black other,ONS 2011 18+1,England,Country,E92000001,10.2,%,28268,277857
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Black other,ONS 2011 18+1,England,Country,E92000001,7.7,%,21277,277857
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Black other,ONS 2011 18+1,England,Country,E92000001,6.4,%,17717,277857
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Black other,ONS 2011 18+1,England,Country,E92000001,4.6,%,12742,277857
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Black other,ONS 2011 18+1,England,Country,E92000001,9.7,%,26844,277857
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Black other,ONS 2011 18+1,England,Country,E92000001,11.8,%,32791,277857
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Black other,ONS 2011 18+1,England,Country,E92000001,14.3,%,39671,277857
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Black other,ONS 2011 18+1,England,Country,E92000001,14.3,%,39709,277857
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Black other,ONS 2011 18+1,England,Country,E92000001,13.1,%,36414,277857
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Black other,ONS 2011 18+1,England,Country,E92000001,11.5,%,31914,277857
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Black other,ONS 2011 18+1,England,Country,E92000001,8.9,%,24746,277857
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Black other,ONS 2011 18+1,England,Country,E92000001,7.8,%,21773,277857
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Black other,ONS 2011 18+1,England,Country,E92000001,4.9,%,13683,277857
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Black other,ONS 2011 18+1,England,Country,E92000001,3.7,%,10312,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Black other,ONS 2011 18+1,England,Country,E92000001,16.4,%,45511,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Black other,ONS 2011 18+1,England,Country,E92000001,18.9,%,52380,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,Black other,ONS 2011 18+1,England,Country,E92000001,17.4,%,48471,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,Black other,ONS 2011 18+1,England,Country,E92000001,15.7,%,43486,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,Black other,ONS 2011 18+1,England,Country,E92000001,12,%,33217,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,Black other,ONS 2011 18+1,England,Country,E92000001,7.8,%,21593,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,Black other,ONS 2011 18+1,England,Country,E92000001,5.3,%,14749,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,Black other,ONS 2011 18+1,England,Country,E92000001,3.2,%,8921,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,Black other,ONS 2011 18+1,England,Country,E92000001,2,%,5611,277857
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,Black other,ONS 2011 18+1,England,Country,E92000001,1.4,%,3918,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,Black other,ONS 2011 18+1,England,Country,E92000001,31.6,%,87854,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,Black other,ONS 2011 18+1,England,Country,E92000001,23.1,%,64227,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,Black other,ONS 2011 18+1,England,Country,E92000001,15.6,%,43437,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,Black other,ONS 2011 18+1,England,Country,E92000001,9.9,%,27643,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,Black other,ONS 2011 18+1,England,Country,E92000001,6.8,%,18793,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,Black other,ONS 2011 18+1,England,Country,E92000001,4.7,%,12938,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,Black other,ONS 2011 18+1,England,Country,E92000001,3.2,%,8952,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,Black other,ONS 2011 18+1,England,Country,E92000001,2.3,%,6485,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,Black other,ONS 2011 18+1,England,Country,E92000001,1.6,%,4563,277857
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,Black other,ONS 2011 18+1,England,Country,E92000001,1.1,%,2965,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,Black other,ONS 2011 18+1,England,Country,E92000001,13.7,%,38031,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,Black other,ONS 2011 18+1,England,Country,E92000001,21.3,%,59123,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,Black other,ONS 2011 18+1,England,Country,E92000001,20.3,%,56324,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,Black other,ONS 2011 18+1,England,Country,E92000001,16.3,%,45356,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,Black other,ONS 2011 18+1,England,Country,E92000001,11,%,30590,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,Black other,ONS 2011 18+1,England,Country,E92000001,6.6,%,18270,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,Black other,ONS 2011 18+1,England,Country,E92000001,4.3,%,11850,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,Black other,ONS 2011 18+1,England,Country,E92000001,3,%,8361,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,Black other,ONS 2011 18+1,England,Country,E92000001,2.1,%,5868,277857
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,Black other,ONS 2011 18+1,England,Country,E92000001,1.5,%,4084,277857
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,Other,ONS 2011 18+1,England,Country,E92000001,13.4,%,73294,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,Other,ONS 2011 18+1,England,Country,E92000001,15.5,%,85253,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,20% to 30%,Other,ONS 2011 18+1,England,Country,E92000001,15.5,%,85039,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,30% to 40%,Other,ONS 2011 18+1,England,Country,E92000001,12.9,%,70750,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,40% to 50%,Other,ONS 2011 18+1,England,Country,E92000001,9.9,%,54438,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,50% to 60%,Other,ONS 2011 18+1,England,Country,E92000001,9,%,49374,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,60% to 70%,Other,ONS 2011 18+1,England,Country,E92000001,7.2,%,39313,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,70% to 80%,Other,ONS 2011 18+1,England,Country,E92000001,6.5,%,35410,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,80% to 90%,Other,ONS 2011 18+1,England,Country,E92000001,5.6,%,30875,548418
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,Other,ONS 2011 18+1,England,Country,E92000001,4.5,%,24672,548418
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,Other,ONS 2011 18+1,England,Country,E92000001,16.2,%,88717,548418
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,Other,ONS 2011 18+1,England,Country,E92000001,15.1,%,82816,548418
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,Other,ONS 2011 18+1,England,Country,E92000001,13.9,%,76166,548418
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,Other,ONS 2011 18+1,England,Country,E92000001,12.4,%,67791,548418
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,Other,ONS 2011 18+1,England,Country,E92000001,10.8,%,59001,548418
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,Other,ONS 2011 18+1,England,Country,E92000001,8.1,%,44679,548418
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,Other,ONS 2011 18+1,England,Country,E92000001,6.4,%,35347,548418
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,Other,ONS 2011 18+1,England,Country,E92000001,5.4,%,29793,548418
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,Other,ONS 2011 18+1,England,Country,E92000001,4.9,%,26726,548418
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,Other,ONS 2011 18+1,England,Country,E92000001,6.8,%,37382,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,Other,ONS 2011 18+1,England,Country,E92000001,11.5,%,62872,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,Other,ONS 2011 18+1,England,Country,E92000001,12.6,%,69297,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,Other,ONS 2011 18+1,England,Country,E92000001,12.4,%,67949,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,Other,ONS 2011 18+1,England,Country,E92000001,12,%,65554,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,Other,ONS 2011 18+1,England,Country,E92000001,10.6,%,58356,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,Other,ONS 2011 18+1,England,Country,E92000001,9.6,%,52422,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,Other,ONS 2011 18+1,England,Country,E92000001,8.5,%,46694,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,Other,ONS 2011 18+1,England,Country,E92000001,7,%,38363,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,Other,ONS 2011 18+1,England,Country,E92000001,6.5,%,35677,548418
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,Other,ONS 2011 18+1,England,Country,E92000001,9.3,%,51234,548418
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,Other,ONS 2011 18+1,England,Country,E92000001,8.5,%,46744,548418
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,Other,ONS 2011 18+1,England,Country,E92000001,9.2,%,50620,548418
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,Other,ONS 2011 18+1,England,Country,E92000001,9.7,%,53359,548418
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,Other,ONS 2011 18+1,England,Country,E92000001,10.3,%,56480,548418
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,Other,ONS 2011 18+1,England,Country,E92000001,10.7,%,58596,548418
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Other,ONS 2011 18+1,England,Country,E92000001,11,%,60586,548418
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Other,ONS 2011 18+1,England,Country,E92000001,10.5,%,57478,548418
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Other,ONS 2011 18+1,England,Country,E92000001,9.7,%,53127,548418
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Other,ONS 2011 18+1,England,Country,E92000001,9.6,%,52462,548418
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Other,ONS 2011 18+1,England,Country,E92000001,10.8,%,58966,548418
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Other,ONS 2011 18+1,England,Country,E92000001,9.9,%,54052,548418
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Other,ONS 2011 18+1,England,Country,E92000001,10,%,54780,548418
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Other,ONS 2011 18+1,England,Country,E92000001,10.7,%,58915,548418
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Other,ONS 2011 18+1,England,Country,E92000001,10.7,%,58887,548418
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Other,ONS 2011 18+1,England,Country,E92000001,10.6,%,58304,548418
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Other,ONS 2011 18+1,England,Country,E92000001,10.7,%,58611,548418
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Other,ONS 2011 18+1,England,Country,E92000001,9.2,%,50544,548418
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Other,ONS 2011 18+1,England,Country,E92000001,9.7,%,53052,548418
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Other,ONS 2011 18+1,England,Country,E92000001,8.2,%,44901,548418
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Other,ONS 2011 18+1,England,Country,E92000001,10.3,%,56372,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Other,ONS 2011 18+1,England,Country,E92000001,15.5,%,84977,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Other,ONS 2011 18+1,England,Country,E92000001,14.9,%,81791,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,Other,ONS 2011 18+1,England,Country,E92000001,14.6,%,80262,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,Other,ONS 2011 18+1,England,Country,E92000001,13.4,%,73511,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,Other,ONS 2011 18+1,England,Country,E92000001,11.8,%,64582,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,Other,ONS 2011 18+1,England,Country,E92000001,9.3,%,50739,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,Other,ONS 2011 18+1,England,Country,E92000001,7.9,%,43236,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,Other,ONS 2011 18+1,England,Country,E92000001,5.9,%,32340,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,Other,ONS 2011 18+1,England,Country,E92000001,4,%,21817,548418
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,Other,ONS 2011 18+1,England,Country,E92000001,2.8,%,15163,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,Other,ONS 2011 18+1,England,Country,E92000001,23.4,%,128357,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,Other,ONS 2011 18+1,England,Country,E92000001,17.6,%,96731,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,Other,ONS 2011 18+1,England,Country,E92000001,14.2,%,77705,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,Other,ONS 2011 18+1,England,Country,E92000001,12.1,%,66452,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,Other,ONS 2011 18+1,England,Country,E92000001,9.3,%,50776,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,Other,ONS 2011 18+1,England,Country,E92000001,7.2,%,39338,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,Other,ONS 2011 18+1,England,Country,E92000001,5.6,%,30855,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,Other,ONS 2011 18+1,England,Country,E92000001,4.4,%,24189,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,Other,ONS 2011 18+1,England,Country,E92000001,3.6,%,19982,548418
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,Other,ONS 2011 18+1,England,Country,E92000001,2.6,%,14033,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,Other,ONS 2011 18+1,England,Country,E92000001,14.7,%,80727,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,Other,ONS 2011 18+1,England,Country,E92000001,19,%,104109,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,Other,ONS 2011 18+1,England,Country,E92000001,18.4,%,100888,548418
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,Other,ONS 2011 18+1,England,Country,E92000001,14.8,%,81200,548418
